Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Exit Signal Date/Price[$],"Current Trading Date/Price[$], Current Price vs Signal]","Win Rate [%], History Tested, Number of Trades",Next Two Target % from Latest Trading Price,"% Gain, Holding Period (days)",Backtested Returns(Win Trades) [%] (Best/Worst/Avg),Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Current Mark to Market and Holding Period,"Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date (Farthest./Earliest./Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2) [$],Moving Average (50-days/200-days),Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
SIGMASHELL,"ATD.TO, Long, 2024-09-13 (Price: 75.0)",Daily,No Price Target,No Date Target,2024-11-19 (Price: 77.59),"2025-10-31 (Price: 71.28), 4.96% below","78.57%, Past 5 years, 14",19.8%/19.8%,"-4.96%, 295 days",18.52%/3.26%/9.19%,85.3936 (Exit Rule)/86.4 (Horizontal)/85.3936 (F-Stack 1)/96.14 (F-Stack 2)/88.89 (Backtested Best),No Next Date Target,"3.45%, 47 days","Daily, was CONFIRMED on 2024-09-13",Already confirmed,"2025-10-31 (Price: 71.28), 4.96% below",295 days,"-3.13, 75.0",No Information,No Information,No Information,No Information,No Information,"6.22%, 19.86%",92 days/38 days/62 days,2025-01-24/2024-11-07/2024-12-11,16.8%,10.16%,6.64%,0.83,0.39,77.7075/81.8925/85.3936/86.4/85.3936/96.14,74.43/40.61/59.8475/53.4732/No F-Track Level/No F-Track Level,72.8/71.85,83.21%/137/75 days (Across ALL Assets),76.31%/325/86 days (Across ALL Assets)
TRENDPULSE,"MSFT, Long, 2024-09-11 (Price: 423.04)",Daily,No Price Target,No Date Target,2024-09-18 (Price: 430.81),"2025-10-31 (Price: 517.81), 22.4% above","82.35%, Past 4 years, 17",6.87%,"22.4%, 297 days",5.96%/0.94%/3.02%,553.3726 (F-Stack 2),No Next Date Target,"1.84%, 5 days","Daily, is CONFIRMED on 2024-09-11",Already confirmed,"2025-10-31 (Price: 517.81), 22.4% above",297 days,No Information,No Information,No Information,No Information,No Information,22.4% above/22.4% above/22.4% above,"16.85%, 26.99%",45 days/5 days/16 days,2024-11-15/2024-09-18/2024-10-04,4.5%,23.34%,-18.84%,0.17,0.85,425.8321/435.8158/445.68/No Horizontal Resistance/517.4523/553.3726,401.7/193.475/386.873/350.287/No F-Track Level/No F-Track Level,425.76/411.96,88.89%/279/30 days (Across ALL Assets),83.02%/642/28 days (Across ALL Assets)
FRACTAL TRACK,"SOXX, Long, 2024-09-10 (Price: 210.15)",Daily,305.07 (Exit Rule)/301.3628 (F-Stack 2),No Date Target,2025-10-15 (Price: 287.64),"2025-10-31 (Price: 306.55), 45.87% above","96.88%, Past 5 years, 32",14.93%,"45.87%, 298 days",67.65%/2.41%/19.96%,352.316475 (Backtested Best),2027-04-03 (Farthest),"36.87%, 286 days","Daily, was CONFIRMED on 2024-09-10",Already confirmed,"2025-10-31 (Price: 306.55), 45.87% above",298 days,No Information,No Information,No Information,"38.2% (Price: 206.8102), 48.23% above, Upmove Bounce Back","2022-11-01 (Price: 109.0467), 2024-07-11 (Price: 267.24)",No Information,"1.09%, 40.81%",646 days/20 days/153 days,2027-04-03/2024-10-08/2025-04-19,42.7%,20.72%,21.98%,0.5,0.7,215.9712/252.0959/305.07/No Horizontal Resistance/254.997/301.3628,203.93/95.6666/161.2/103.2303/No F-Track Level/No F-Track Level,272.11/229.39,94.12%/289/221 days (Across ALL Assets),52.38%/63/141 days (Across ALL Assets)
TRENDPULSE,"BTI, Long, 2024-09-08 (Price: 38.61)",Weekly,No Price Target,No Date Target,2025-03-30 (Price: 40.51),"2025-10-31 (Price: 51.19), 32.58% above","87.5%, Past 10 years, 16",60.63%/79.81%,"32.58%, 299 days",17.36%/1.81%/8.7%,82.226 (F-Stack 1)/92.0468 (F-Stack 2),2025-11-15 (Farthest),"4.92%, 144 days","Weekly, is CONFIRMED on 2024-09-06",Already confirmed,"2025-10-31 (Price: 51.19), 32.58% above",299 days,No Information,No Information,No Information,No Information,No Information,36.25% above/32.58% above/32.58% above,"40.4%, 57.11%",299 days/19 days/90 days,2025-11-15/2024-10-05/2025-01-16,1.79%,2.67%,-0.88%,0.14,0.04,42.8918/41.9691/43.78/45.46/82.226/92.0468,28.62/28.5067/34.0342/27.0974/No F-Track Level/No F-Track Level,34.78/31.38,96.46%/113/86 days (Across ALL Assets),78.15%/270/77 days (Across ALL Assets)
TRENDPULSE,"TSLA, Long, 2024-09-05 (Price: 230.17)",Daily,No Price Target,No Date Target,2024-09-24 (Price: 254.27),"2025-10-31 (Price: 456.56), 98.36% above","92.86%, Past 4 years, 14",18.56%/23.74%,"98.36%, 301 days",28.08%/0.85%/9.74%,541.282 (F-Stack 1)/564.9603 (F-Stack 2),No Next Date Target,"10.47%, 13 days","Daily, is CONFIRMED on 2024-09-05",Already confirmed,"2025-10-31 (Price: 456.56), 98.36% above",301 days,No Information,No Information,No Information,No Information,No Information,108.09% above/98.36% above/98.36% above,"20.56%, 36.25%",38 days/4 days/15 days,2024-10-30/2024-09-10/2024-09-26,21.57%,66.36%,-44.79%,0.65,1.58,272.6594/252.5886/243.83/408.5817/541.282/564.9603,205.75/167.4534/223.4247/142.799/No F-Track Level/No F-Track Level,222.88/202.85,88.89%/279/30 days (Across ALL Assets),83.02%/642/28 days (Across ALL Assets)
SIGMASHELL,"ATD.TO, Long, 2024-09-03 (Price: 75.0)",Daily,No Price Target,No Date Target,2024-11-19 (Price: 77.59),"2025-10-31 (Price: 71.28), 4.96% below","78.57%, Past 5 years, 14",19.8%/19.8%,"-4.96%, 303 days",18.52%/3.26%/9.19%,85.3936 (Exit Rule)/85.3936 (F-Stack 1)/96.14 (F-Stack 2)/88.89 (Backtested Best),No Next Date Target,"3.45%, 55 days","Daily, was CONFIRMED on 2024-09-03",Already confirmed,"2025-10-31 (Price: 71.28), 4.96% below",303 days,"-4.57, 78.12",No Information,No Information,No Information,No Information,No Information,"6.22%, 19.86%",92 days/38 days/62 days,2025-01-14/2024-10-28/2024-12-01,16.8%,10.16%,6.64%,0.83,0.39,77.7075/81.8925/85.3936/80.54/85.3936/96.14,74.72/40.61/59.8475/53.4732/No F-Track Level/No F-Track Level,72.8/71.85,83.21%/137/75 days (Across ALL Assets),76.31%/325/86 days (Across ALL Assets)
SIGMASHELL,"MSFT, Long, 2024-09-03 (Price: 409.44)",Daily,No Price Target,No Date Target,2024-11-04 (Price: 408.46),"2025-10-31 (Price: 517.81), 26.47% above","93.33%, Past 5 years, 15",3.2%/6.87%,"26.47%, 303 days",30.52%/2.95%/14.73%,553.3726 (F-Stack 2)/534.401088 (Backtested Best),No Next Date Target,"-0.24%, 44 days","Daily, was CONFIRMED on 2024-09-03",Already confirmed,"2025-10-31 (Price: 517.81), 26.47% above",303 days,"-3.28, 61.46",No Information,No Information,No Information,No Information,No Information,"0.24%, 21.98%",151 days/41 days/68 days,2025-04-09/2024-11-01/2024-12-10,31.65%,19.03%,12.62%,1.68,0.74,426.9231/469.7505/517.4523/No Horizontal Resistance/517.4523/553.3726,395.15/193.475/386.873/350.287/No F-Track Level/No F-Track Level,513.83/461.14,83.21%/137/75 days (Across ALL Assets),76.31%/325/86 days (Across ALL Assets)
DELTADRIFT,"BYD.TO, Long, 2024-09-01 (Price: 224.56)",Weekly,No Price Target,No Date Target,2025-02-02 (Price: 238.35),"2025-10-31 (Price: 224.03), 0.24% below","80.0%, Past 15 years, 5",10.73%/10.73%,"-0.24%, 304 days",17.64%/5.39%/10.47%,248.0714 (Avg % Gain of Historic Winning trades)/255.83 (Horizontal)/367.2583 (F-Stack 1)/420.4353 (F-Stack 2)/264.172384 (Backtested Best)/248.07143200000002 (Backtested Avg),No Next Date Target,"6.14%, 109 days","Weekly, was CONFIRMED on 2024-09-01",Already confirmed,"2025-10-31 (Price: 224.03), 0.24% below",304 days,No Information,No Information,No Information,No Information,No Information,No Information,"23.95%, 24.98%",114 days/9 days/65 days,2025-02-13/2024-09-14/2024-12-04,6.55%,27.62%,-21.07%,0.2,1.01,229.0961/248.0714/238.58/255.83/367.2583/420.4353,218.01/187.425/147.1212/139.9966/No F-Track Level/No F-Track Level,226.12/217.58,97.3%/37/39 days (Across ALL Assets),88.79%/107/50 days (Across ALL Assets)
TRENDPULSE,"BTI, Long, 2024-08-31 (Price: 37.57)",Monthly,No Price Target,No Date Target,2025-06-30 (Price: 47.33),"2025-10-31 (Price: 51.19), 36.25% above","100.0%, Past 20 years, 7",60.63%/79.81%,"36.25%, 304 days",33.21%/9.0%/21.74%,82.226 (F-Stack 1)/92.0468 (F-Stack 2),2028-07-16 (Farthest)/2026-03-27 (Avg),"25.98%, 215 days","Monthly, is CONFIRMED on 2024-08-31",Already confirmed,"2025-10-31 (Price: 51.19), 36.25% above",304 days,No Information,No Information,No Information,No Information,No Information,43.63% above/36.25% above/36.25% above,"0%, 41.48%",977 days/99 days/396 days,2028-07-16/2025-01-21/2026-03-27,7.17%,8.87%,-1.7%,2.34,0.33,43.4572/45.7377/41.57/45.46/82.226/92.0468,29.29/28.5067/34.0342/27.0974/No F-Track Level/No F-Track Level,34.28/31.24,90.62%/32/267 days (Across ALL Assets),76.7%/103/188 days (Across ALL Assets)
TRENDPULSE,"BRK-B, Long, 2024-08-31 (Price: 475.92)",Monthly,No Price Target,No Date Target,2025-09-30 (Price: 502.74),"2025-10-31 (Price: 477.54), 0.34% above","71.43%, Past 20 years, 7",11.18%/11.18%,"0.34%, 304 days",27.79%/1.55%/11.56%,530.9364 (Avg % Gain of Historic Winning trades)/625.57 (Exit Rule)/608.178168 (Backtested Best)/530.9363519999999 (Backtested Avg),2026-10-26 (Farthest)/2025-12-06 (Avg),"5.64%, 281 days","Monthly, is CONFIRMED on 2024-08-31",Already confirmed,"2025-10-31 (Price: 477.54), 0.34% above",304 days,No Information,No Information,No Information,No Information,No Information,0.34% above/0.34% above/0.34% above,"6.9%, 24.34%",543 days/109 days/319 days,2026-10-26/2025-02-04/2025-12-06,5.34%,10.21%,-4.87%,0.55,0.44,488.1987/530.9364/625.57/No Horizontal Resistance/449.7662/491.88,267.02/200.57/405.99/349.0178/No F-Track Level/No F-Track Level,431.91/401.64,90.62%/32/267 days (Across ALL Assets),76.7%/103/188 days (Across ALL Assets)
FRACTAL TRACK,"UBER, Long, 2024-08-30 (Price: 73.13)",Daily,No Price Target,No Date Target,2024-10-01 (Price: 74.24),"2025-10-31 (Price: 96.5), 31.96% above","100.0%, Past 5 years, 38",54.36%,"31.96%, 305 days",103.69%/0.66%/27.26%,148.958497 (Backtested Best),2028-12-28 (Farthest),"1.52%, 22 days","Daily, was CONFIRMED on 2024-08-30",Already confirmed,"2025-10-31 (Price: 96.5), 31.96% above",305 days,No Information,No Information,No Information,"23.66% (Price: 72.4449), 33.2% above, Upmove Bounce Back","2024-05-29 (Price: 62.91), 2024-07-16 (Price: 75.4)",No Information,"-0.0%, 64.99%",1092 days/11 days/273 days,2028-12-28/2024-09-14/2025-09-29,50.24%,20.29%,29.95%,0.54,0.65,74.9509/93.0652/80.62/No Horizontal Resistance/89.1576/94.5323,71.85/28.592/72.8134/67.6463/No F-Track Level/No F-Track Level,95.61/85.08,94.12%/289/221 days (Across ALL Assets),52.38%/63/141 days (Across ALL Assets)
FRACTAL TRACK,"KXS.TO, Long, 2024-08-27 (Price: 156.74)",Daily,No Price Target,No Date Target,2025-05-20 (Price: 199.2),"2025-10-31 (Price: 169.84), 8.36% above","96.3%, Past 5 years, 27",29.52%/33.06%,"8.36%, 308 days",40.35%/1.04%/13.21%,225.9867 (Horizontal)/245.4058 (F-Stack 1)/260.6391 (F-Stack 2)/219.98459 (Backtested Best),2027-12-23 (Farthest),"27.09%, 190 days","Daily, was CONFIRMED on 2024-08-27",Already confirmed,"2025-10-31 (Price: 169.84), 8.36% above",308 days,No Information,No Information,No Information,"50% (Price: 150.98), 12.49% above, Upmove Bounce Back","2023-10-27 (Price: 129.13), 2024-07-31 (Price: 172.83)",No Information,"4.03%, 31.14%",838 days/11 days/161 days,2027-12-23/2024-09-11/2025-04-17,17.68%,0.25%,17.43%,0.32,0.07,157.8842/177.4454/182.96/225.9867/245.4058/260.6391,150.58/124.475/151.1683/123.9058/No F-Track Level/No F-Track Level,183.22/182.79,94.12%/289/221 days (Across ALL Assets),52.38%/63/141 days (Across ALL Assets)
FRACTAL TRACK,"HDB, Long, 2024-08-25 (Price: 30.465)",Weekly,No Price Target,No Date Target,2024-10-20 (Price: 30.435),"2025-10-31 (Price: 36.22), 18.89% above","82.35%, Past 20 years, 34",8.34%/12.42%,"18.89%, 309 days",54.75%/1.45%/36.26%,41.5116 (Avg % Gain of Historic Winning trades)/39.24 (Horizontal)/40.717 (F-Stack 1)/47.4928 (F-Stack 2)/47.14458749999999 (Backtested Best)/41.511609 (Backtested Avg),2028-04-17 (Farthest)/2026-02-26 (Avg),"-0.1%, 39 days","Weekly, was CONFIRMED on 2024-08-25",Already confirmed,"2025-10-31 (Price: 36.22), 18.89% above",309 days,No Information,No Information,No Information,"61.8% (Price: 28.945), 25.13% above, Upmove Bounce Back","2024-02-18 (Price: 26.08), 2024-07-07 (Price: 33.58)",No Information,"11.0%, 32.59%",919 days/54 days/380 days,2028-04-17/2024-11-11/2026-02-26,13.43%,13.81%,-0.38%,0.44,0.48,31.6166/41.5116/34.97/39.24/40.717/47.4928,26.88/25.82/21.1884/14.0692/No F-Track Level/No F-Track Level,35.48/34.93,94.0%/50/558 days (Across ALL Assets),72.73%/165/214 days (Across ALL Assets)
FRACTAL TRACK,"TRI.TO, Long, 2024-08-25 (Price: 224.73)",Weekly,No Price Target,No Date Target,2025-01-05 (Price: 234.36),"2025-10-31 (Price: 214.84), 4.4% below","100.0%, Past 20 years, 14",36.49%/53.59%,"-4.4%, 309 days",218.9%/1.4%/46.83%,329.9711 (Avg % Gain of Historic Winning trades)/293.2329 (F-Stack 1)/455.2123 (F-Stack 2)/716.66397 (Backtested Best)/329.97105899999997 (Backtested Avg),2032-01-15 (Farthest)/2026-06-09 (Avg),"4.29%, 94 days","Weekly, was CONFIRMED on 2024-08-25",Already confirmed,"2025-10-31 (Price: 214.84), 4.4% below",309 days,No Information,No Information,No Information,"38.2% (Price: 212.3944), 1.15% above, Upmove Bounce Back","2023-10-29 (Price: 163.01), 2024-06-02 (Price: 242.92)",No Information,"-0.0%, 26.29%",1864 days/34 days/451 days,2032-01-15/2024-10-13/2026-06-09,17.16%,10.46%,6.7%,0.56,0.41,250.2369/329.9711/272.68/No Horizontal Resistance/293.2329/455.2123,218.24/101.4798/193.124/131.2534/No F-Track Level/No F-Track Level,227.71/249.35,94.0%/50/558 days (Across ALL Assets),72.73%/165/214 days (Across ALL Assets)
TRENDPULSE,"TSLA, Long, 2024-08-25 (Price: 220.32)",Weekly,478.6828 (F-Stack 2)/421.25183999999996 (Backtested Best),No Date Target,2024-11-24 (Price: 352.56),"2025-10-31 (Price: 456.56), 107.23% above","94.12%, Past 10 years, 17",No Next Target,"107.23%, 309 days",91.2%/4.56%/33.38%,No Next Target,2026-04-09 (Farthest),"60.02%, 64 days","Weekly, is CONFIRMED on 2024-08-23",Already confirmed,"2025-10-31 (Price: 456.56), 107.23% above",309 days,No Information,No Information,No Information,No Information,No Information,107.23% above/107.23% above/107.23% above,"12.11%, 49.37%",409 days/19 days/99 days,2026-04-09/2024-09-21/2025-01-15,25.2%,44.26%,-19.06%,1.31,1.15,326.1397/293.8628/224.13/408.5817/413.6779/478.6828,147.05/167.4534/209.0113/167.2494/No F-Track Level/No F-Track Level,218.05/203.34,96.46%/113/86 days (Across ALL Assets),78.15%/270/77 days (Across ALL Assets)
TRENDPULSE,"ASHR, Long, 2024-08-19 (Price: 23.7)",Daily,No Price Target,No Date Target,2024-09-27 (Price: 27.33),"2025-10-31 (Price: 33.03), 39.37% above","80.0%, Past 4 years, 10",20.94%/82.55%,"39.37%, 314 days",17.8%/0.86%/7.21%,39.9467 (Horizontal)/60.2967 (F-Stack 1)/80.3432 (F-Stack 2),No Next Date Target,"15.32%, 29 days","Daily, is CONFIRMED on 2024-08-19",Already confirmed,"2025-10-31 (Price: 33.03), 39.37% above",314 days,No Information,No Information,No Information,No Information,No Information,40.14% above/39.37% above/39.37% above,"17.99%, 29.12%",31 days/5 days/14 days,2024-10-02/2024-08-26/2024-09-08,8.59%,2.41%,6.18%,0.28,0.06,25.6363/25.4088/23.81/39.9467/60.2967/80.3432,23.25/No Horizontal Support/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,23.74/24.01,88.89%/279/30 days (Across ALL Assets),83.02%/642/28 days (Across ALL Assets)
DELTADRIFT,"CNR.TO, Long, 2024-08-12 (Price: 152.2)",Daily,No Price Target,No Date Target,2024-08-21 (Price: 155.28),"2025-10-31 (Price: 134.49), 11.64% below","91.67%, Past 4 years, 12",24.98%/62.21%,"-11.64%, 319 days",3.05%/1.65%/2.39%,168.08 (Horizontal)/218.156 (F-Stack 1)/349.4971 (F-Stack 2),No Next Date Target,"2.02%, 7 days","Daily, was CONFIRMED on 2024-08-12",Already confirmed,"2025-10-31 (Price: 134.49), 11.64% below",319 days,No Information,No Information,No Information,No Information,No Information,No Information,"6.24%, 6.54%",39 days/1 days/15 days,2024-10-07/2024-08-13/2024-09-02,9.51%,-2.77%,12.28%,0.7,-0.28,154.4982/155.8376/155.17/168.08/218.156/349.4971,151.37/126.2567/136.9828/86.815/No F-Track Level/No F-Track Level,131.99/138.6,80.36%/112/11 days (Across ALL Assets),78.09%/470/11 days (Across ALL Assets)
TRENDPULSE,"JD, Long, 2024-08-12 (Price: 26.07)",Daily,No Price Target,No Date Target,2024-08-20 (Price: 28.19),"2025-10-31 (Price: 33.04), 26.74% above","78.57%, Past 4 years, 14",180.66%/194.38%,"26.74%, 319 days",8.13%/0.59%/4.03%,92.73 (Horizontal)/97.2627 (F-Stack 1)/102.2552 (F-Stack 2),No Next Date Target,"8.13%, 6 days","Daily, is CONFIRMED on 2024-08-12",Already confirmed,"2025-10-31 (Price: 33.04), 26.74% above",319 days,No Information,No Information,No Information,No Information,No Information,27.67% above/26.74% above/26.74% above,"13.37%, 44.85%",120 days/2 days/21 days,2025-02-01/2024-08-14/2024-09-11,4.1%,1.6%,2.5%,0.09,0.23,28.8021/27.1206/30.6/92.73/97.2627/102.2552,24.95/No Horizontal Support/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,27.35/26.86,88.89%/279/30 days (Across ALL Assets),83.02%/642/28 days (Across ALL Assets)
TRENDPULSE,"MA, Long, 2024-08-11 (Price: 456.78)",Weekly,No Price Target,No Date Target,2024-09-15 (Price: 493.36),"2025-10-31 (Price: 551.99), 20.84% above","93.75%, Past 10 years, 16",No Next Target,"20.84%, 319 days",13.37%/2.01%/5.42%,No Next Target,No Next Date Target,"8.01%, 24 days","Weekly, is CONFIRMED on 2024-08-09",Already confirmed,"2025-10-31 (Price: 551.99), 20.84% above",319 days,No Information,No Information,No Information,No Information,No Information,20.84% above/20.84% above/20.84% above,"14.55%, 37.99%",169 days/24 days/74 days,2025-04-12/2024-09-14/2024-11-26,7.33%,23.9%,-16.57%,0.78,0.97,505.2444/481.5375/466.76/No Horizontal Resistance/515.4888/554.0572,438.18/279.035/442.8637/361.9068/No F-Track Level/No F-Track Level,446.78/442.54,96.46%/113/86 days (Across ALL Assets),78.15%/270/77 days (Across ALL Assets)
FRACTAL TRACK,"KXS.TO, Long, 2024-08-09 (Price: 154.71)",Daily,No Price Target,No Date Target,2025-07-31 (Price: 205.64),"2025-10-31 (Price: 169.84), 9.78% above","96.3%, Past 5 years, 27",27.85%/33.06%,"9.78%, 320 days",40.35%/1.04%/13.21%,225.9867 (Horizontal)/245.4058 (F-Stack 1)/260.6391 (F-Stack 2)/217.13548500000002 (Backtested Best),2027-12-05 (Farthest),"32.92%, 254 days","Daily, was CONFIRMED on 2024-08-09",Already confirmed,"2025-10-31 (Price: 169.84), 9.78% above",320 days,No Information,No Information,No Information,"78.6% (Price: 145.7916), 16.5% above, Upmove Bounce Back","2024-02-29 (Price: 138.43), 2024-07-31 (Price: 172.83)",No Information,"4.03%, 31.14%",838 days/11 days/161 days,2027-12-05/2024-08-24/2025-03-30,17.68%,0.25%,17.43%,0.32,0.07,155.8394/175.1472/175.35/225.9867/245.4058/260.6391,143.62/125.3967/151.1683/123.9058/No F-Track Level/No F-Track Level,183.22/182.79,94.12%/289/221 days (Across ALL Assets),52.38%/63/141 days (Across ALL Assets)
BAND MATRIX,"ATD.TO, Long, 2024-08-08 (Price: 79.66)",Daily,No Price Target,No Date Target,2025-07-31 (Price: 72.0),"2025-10-31 (Price: 71.28), 10.52% below","80.0%, Past 5 years, 10",18.66%/19.8%,"-10.52%, 321 days",19.21%/0.22%/9.13%,86.933 (Avg % Gain of Historic Winning trades)/84.58 (Exit Rule)/85.3936 (F-Stack 1)/96.14 (F-Stack 2)/94.96268599999999 (Backtested Best)/86.93295799999999 (Backtested Avg),No Next Date Target,"-9.62%, 255 days","Daily, was CONFIRMED on 2024-08-08",No Cancellation Possible,"2025-10-31 (Price: 71.28), 10.52% below",321 days,No Information,No Information,No Information,No Information,No Information,No Information,"9.62%, 20.63%",173 days/24 days/80 days,2025-04-15/2024-09-11/2024-12-01,12.48%,10.16%,2.32%,0.63,0.39,82.2171/86.933/84.58/80.54/85.3936/96.14,78.39/40.61/59.8475/53.4732/No F-Track Level/No F-Track Level,72.8/71.85,76.32%/76/130 days (Across ALL Assets),76.19%/252/112 days (Across ALL Assets)
DELTADRIFT,"TRI.TO, Long, 2024-08-08 (Price: 220.08)",Daily,No Price Target,No Date Target,2024-08-13 (Price: 223.02),"2025-10-31 (Price: 214.84), 2.38% below","90.0%, Past 4 years, 10",36.49%/111.88%,"-2.38%, 321 days",4.4%/1.26%/2.45%,293.2329 (F-Stack 1)/455.2123 (F-Stack 2),No Next Date Target,"1.34%, 3 days","Daily, was CONFIRMED on 2024-08-08",Already confirmed,"2025-10-31 (Price: 214.84), 2.38% below",321 days,No Information,No Information,No Information,No Information,No Information,No Information,"4.87%, 4.87%",14 days/1 days/5 days,2024-08-28/2024-08-09/2024-08-15,9.07%,11.07%,-2.0%,0.72,0.47,234.4072/225.472/229.94/No Horizontal Resistance/293.2329/455.2123,217.02/101.4798/193.124/131.2534/No F-Track Level/No F-Track Level,227.71/249.35,80.36%/112/11 days (Across ALL Assets),78.09%/470/11 days (Across ALL Assets)
FRACTAL TRACK,"SPY, Long, 2024-08-07 (Price: 518.66)",Daily,No Price Target,2025-10-31 (Avg),No Exit Yet,"2025-10-31 (Price: 682.06), 31.5% above","95.83%, Past 5 years, 24",4.11%,"31.5%, 322 days",36.91%/1.67%/13.73%,710.097406 (Backtested Best),2027-07-01 (Farthest),"31.5%, 322 days","Daily, was CONFIRMED on 2024-08-07",Already confirmed,"2025-10-31 (Price: 682.06), 31.5% above",322 days,No Information,No Information,No Information,"23.66% (Price: 521.5049), 30.79% above, Upmove Bounce Back","2023-03-13 (Price: 380.65), 2024-07-16 (Price: 565.16)",No Information,"2.63%, 24.3%",731 days/12 days/311 days,2027-07-01/2024-08-24/2025-10-31,15.15%,14.45%,0.7%,0.36,0.7,524.1578/589.872/629.37/No Horizontal Resistance/627.1849/665.528,517.38/321.605/415.8599/285.255/No F-Track Level/No F-Track Level,662.17/609.44,94.12%/289/221 days (Across ALL Assets),52.38%/63/141 days (Across ALL Assets)
BAND MATRIX,"DIA, Long, 2024-08-07 (Price: 387.77)",Daily,No Price Target,No Date Target,2024-10-07 (Price: 419.61),"2025-10-31 (Price: 475.67), 22.67% above","88.89%, Past 5 years, 9",13.13%/73.86%,"22.67%, 322 days",15.54%/2.35%/8.27%,538.1343 (F-Stack 1)/826.9871 (F-Stack 2),No Next Date Target,"8.21%, 43 days","Daily, was CONFIRMED on 2024-08-07",No Cancellation Possible,"2025-10-31 (Price: 475.67), 22.67% above",322 days,No Information,No Information,No Information,No Information,No Information,No Information,"4.1%, 18.8%",244 days/38 days/103 days,2025-07-26/2024-10-01/2025-01-03,14.09%,10.26%,3.83%,1.13,0.48,411.6179/419.8386/415.73/399.91/538.1343/826.9871,386.81/292.81/359.6128/249.2814/No F-Track Level/No F-Track Level,462.56/437.18,76.32%/76/130 days (Across ALL Assets),76.19%/252/112 days (Across ALL Assets)
