Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Max Drawdown [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date (Farthest./Earliest./Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2) [$],Moving Average (50-days/200-days),Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"IFT.NZ, Long, 2024-06-30 (Price: 11.2)",2025-10-09 (Price: 12.39) (Today),"10.63%, 333 days","100.0%, Past 31 years, 4","Quarterly, is CONFIRMED on 2024-06-30",Already confirmed,"2025-10-09 (Price: 12.39), 10.63% above",333 days,No Information,No Information,No Information,No Information,No Information,10.63% above/10.63% above/10.63% above,65.59%/4.05%/26.01%,"0%, 22.42%",717 days/316 days/470 days,2027-05-04/2025-09-30/2026-05-11,9.11%,12.72%,-3.61%,0.92,0.52,11.9795/14.1131/16.05/No Horizontal Resistance/12.2485/18.927,2.72/7.3167/8.121/5.57/No Fib Ret Level/No Fib Ret Level,10.87/10.44,90.0%/20/554 days (Across ALL Assets),100.0%/1/136 days (Across ALL Assets)
TRENDPULSE,"MFT.NZ, Long, 2024-07-21 (Price: 76.98)",2025-10-09 (Price: 62.5) (Today),"-18.81%, 318 days","80.0%, Past 10 years, 15","Weekly, is CONFIRMED on 2024-07-19",Already confirmed,"2025-10-09 (Price: 62.5), 18.81% below",318 days,No Information,No Information,No Information,No Information,No Information,9.42% below/18.81% below/18.81% below,11.12%/0.67%/6.87%,"5.83%, 27.74%",159 days/19 days/68 days,2025-03-08/2024-08-17/2024-10-27,7.73%,14.92%,-7.19%,0.97,0.62,83.3924/82.2685/83.59/85.45/119.9356/137.6171,67.63/38.35/73.6141/54.7158/No Fib Ret Level/No Fib Ret Level,69.44/67.82,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"MCY.NZ, Long, 2025-09-11 (Price: 6.87)",2025-10-09 (Price: 6.6) (Today),"-3.93%, 20 days","85.0%, Past 4 years, 20","Daily, is CONFIRMED on 2025-09-11",Already confirmed,"2025-10-09 (Price: 6.6), 3.93% below",20 days,No Information,No Information,No Information,No Information,No Information,3.51% below/3.93% below/3.93% below,6.24%/2.97%/4.51%,"14.39%, 20.6%",120 days/4 days/24 days,2026-03-03/2025-09-16/2025-10-15,10.86%,4.85%,6.01%,0.49,0.18,7.0163/7.1798/7.31/7.11/7.8394/8.9737,6.07/5.13/6.4223/5.8309/No Fib Ret Level/No Fib Ret Level,6.35/6.11,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"MEL.NZ, Long, 2025-09-08 (Price: 5.87)",2025-10-09 (Price: 6.02) (Today),"2.56%, 23 days","85.0%, Past 4 years, 20","Daily, is CONFIRMED on 2025-09-08",Already confirmed,"2025-10-09 (Price: 6.02), 2.56% above",23 days,No Information,No Information,No Information,No Information,No Information,5.24% above/2.56% above/2.56% above,7.98%/0.46%/4.31%,"4.97%, 14.45%",178 days/5 days/42 days,2026-05-23/2025-09-15/2025-11-07,11.94%,1.86%,10.08%,0.74,0.08,6.0655/6.123/5.89/6.825/7.4565/8.4564,5.42/4.3875/4.8318/4.5145/No Fib Ret Level/No Fib Ret Level,5.73/5.76,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"MEL.NZ, Long, 2025-09-03 (Price: 5.9)",2025-10-09 (Price: 6.02) (Today),"2.03%, 26 days","85.0%, Past 4 years, 20","Daily, is CONFIRMED on 2025-09-03",Already confirmed,"2025-10-09 (Price: 6.02), 2.03% above",26 days,No Information,No Information,No Information,No Information,No Information,3.08% above/2.03% above/2.03% above,7.98%/0.46%/4.31%,"4.97%, 14.45%",178 days/5 days/42 days,2026-05-18/2025-09-10/2025-11-02,11.94%,1.86%,10.08%,0.74,0.08,6.0965/6.1543/5.98/6.825/7.4565/8.4564,5.42/4.3875/4.8318/4.5145/No Fib Ret Level/No Fib Ret Level,5.73/5.77,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"MEL.NZ, Long, 2025-06-11 (Price: 5.89)",2025-10-09 (Price: 6.02) (Today),"2.21%, 86 days","85.0%, Past 4 years, 20","Daily, is CONFIRMED on 2025-06-11",Already confirmed,"2025-10-09 (Price: 6.02), 2.21% above",86 days,No Information,No Information,No Information,No Information,No Information,3.44% above/2.21% above/2.21% above,7.98%/0.46%/4.31%,"4.97%, 14.45%",178 days/5 days/42 days,2026-02-23/2025-06-18/2025-08-10,11.94%,1.86%,10.08%,0.74,0.08,6.0861/6.1439/6.19/6.825/7.4565/8.4213,5.49/4.3875/4.5145/3.5923/No Fib Ret Level/No Fib Ret Level,5.72/5.85,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"DOL.TO, Long, 2025-08-19 (Price: 196.9)",2025-10-09 (Price: 175.41) (Today),"-10.91%, 37 days","100.0%, Past 4 years, 21","Daily, is CONFIRMED on 2025-08-19",Already confirmed,"2025-10-09 (Price: 175.41), 10.91% below",37 days,No Information,No Information,No Information,No Information,No Information,10.92% below/10.91% below/10.91% below,6.33%/0.29%/2.99%,"0%, 13.61%",87 days/4 days/23 days,2025-12-23/2025-08-24/2025-09-21,14.78%,25.41%,-10.63%,1.64,1.08,203.4371/202.7873/200.6/No Horizontal Resistance/194.1559/294.0831,185.49/45.99/132.3972/94.2286/No Fib Ret Level/No Fib Ret Level,190.1/161.24,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"MEL.NZ, Long, 2024-05-31 (Price: 6.76)",2025-10-09 (Price: 6.02) (Today),"-10.95%, 354 days","75.0%, Past 20 years, 4","Monthly, is CONFIRMED on 2024-05-31",Already confirmed,"2025-10-09 (Price: 6.02), 10.95% below",354 days,No Information,No Information,No Information,No Information,No Information,10.95% below/10.95% below/10.95% below,24.71%/23.78%/24.3%,"15.53%, 18.93%",151 days/109 days/130 days,2025-01-04/2024-11-04/2024-12-05,8.77%,11.1%,-2.33%,0.65,0.45,8.8448/8.4027/7.83/No Horizontal Resistance/7.4565/8.4564,4.83/4.355/6.1182/4.8318/No Fib Ret Level/No Fib Ret Level,6.0/5.53,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
TRENDPULSE,"SUM.NZ, Long, 2025-10-07 (Price: 11.24)",2025-10-09 (Price: 11.5) (Today),"2.31%, 2 days","100.0%, Past 4 years, 9","Daily, is CONFIRMED on 2025-10-07",Already confirmed,"2025-10-09 (Price: 11.5), 2.31% above",2 days,No Information,No Information,No Information,No Information,No Information,5.12% above/2.31% above/2.31% above,8.54%/0.69%/5.09%,"0%, 11.81%",133 days/4 days/22 days,2026-04-17/2025-10-12/2025-11-07,14.49%,9.01%,5.48%,1.83,0.33,12.092/11.8121/11.49/13.345/19.8479/26.5969,10.6/9.1367/11.0645/43.9323/No Fib Ret Level/No Fib Ret Level,10.93/11.61,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"SUM.NZ, Long, 2025-09-17 (Price: 11.13)",2025-10-09 (Price: 11.5) (Today),"3.32%, 16 days","100.0%, Past 4 years, 9","Daily, is CONFIRMED on 2025-09-17",Already confirmed,"2025-10-09 (Price: 11.5), 3.32% above",16 days,No Information,No Information,No Information,No Information,No Information,3.32% above/3.32% above/3.32% above,8.54%/0.69%/5.09%,"0%, 11.81%",133 days/4 days/22 days,2026-03-28/2025-09-22/2025-10-18,14.49%,9.01%,5.48%,1.83,0.33,11.9737/11.6965/11.17/13.345/19.8479/26.5969,10.53/9.1367/11.0645/43.9323/No Fib Ret Level/No Fib Ret Level,11.18/11.75,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"ATD.TO, Long, 2024-02-18 (Price: 82.0)",2025-10-09 (Price: 72.67) (Today),"-11.38%, 428 days","81.82%, Past 10 years, 11","Weekly, is CONFIRMED on 2024-02-16",Already confirmed,"2025-10-09 (Price: 72.67), 11.38% below",428 days,No Information,No Information,No Information,No Information,No Information,11.38% below/11.38% below/11.38% below,15.58%/3.82%/8.57%,"10.01%, 21.59%",179 days/19 days/68 days,2024-11-03/2024-03-16/2024-05-26,7.66%,21.06%,-13.4%,0.7,0.85,89.6014/89.0274/97.83/No Horizontal Resistance/85.3936/96.14,68.98/39.8362/59.8475/53.4732/No Fib Ret Level/No Fib Ret Level,78.88/72.47,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"ATD.TO, Long, 2023-12-31 (Price: 78.03)",2025-10-09 (Price: 72.67) (Today),"-6.87%, 463 days","83.33%, Past 20 years, 6","Monthly, is CONFIRMED on 2023-12-31",Already confirmed,"2025-10-09 (Price: 72.67), 6.87% below",463 days,No Information,No Information,No Information,No Information,No Information,6.87% below/6.87% below/6.87% below,54.68%/3.22%/26.69%,"5.43%, 20.47%",326 days/130 days/217 days,2025-04-16/2024-07-06/2024-11-09,10.36%,21.68%,-11.32%,0.91,0.75,99.894/98.8562/94.0/No Horizontal Resistance/85.3936/96.14,38.63/39.8362/59.8475/53.4732/No Fib Ret Level/No Fib Ret Level,76.7/70.09,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
TRENDPULSE,"BDGI.TO, Long, 2025-07-31 (Price: 52.29)",2025-10-09 (Price: 64.68) (Today),"23.69%, 50 days","92.86%, Past 20 years, 14","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2025-10-09 (Price: 64.68), 23.69% above",50 days,No Information,No Information,No Information,No Information,No Information,44.99% above/23.69% above/23.69% above,159.21%/3.87%/39.19%,"37.81%, 37.81%",413 days/33 days/163 days,2027-03-21/2025-09-16/2026-03-24,15.59%,16.43%,-0.84%,0.71,0.55,112.3294/72.7825/64.4/No Horizontal Resistance/50.7492/58.5532,35.88/24.32/46.0323/42.8299/No Fib Ret Level/No Fib Ret Level,48.55/41.26,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
TRENDPULSE,"BYD.TO, Long, 2025-09-14 (Price: 236.56)",2025-10-09 (Price: 221.86) (Today),"-6.21%, 18 days","93.33%, Past 10 years, 15","Weekly, is CONFIRMED on 2025-09-12",Already confirmed,"2025-10-09 (Price: 221.86), 6.21% below",18 days,No Information,No Information,No Information,No Information,No Information,6.21% below/6.21% below/6.21% below,19.54%/0.37%/8.73%,"14.84%, 50.63%",224 days/24 days/85 days,2026-08-04/2025-10-18/2026-01-15,10.46%,27.1%,-16.64%,0.99,0.99,258.773/257.2117/254.06/256.6133/367.2583/388.6839,187.77/198.575/229.0045/147.1212/No Fib Ret Level/No Fib Ret Level,212.91/215.55,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"BYD.TO, Long, 2025-02-02 (Price: 238.35)",2025-10-09 (Price: 221.86) (Today),"-6.92%, 178 days","93.33%, Past 10 years, 15","Weekly, is CONFIRMED on 2025-01-31",Already confirmed,"2025-10-09 (Price: 221.86), 6.92% below",178 days,No Information,No Information,No Information,No Information,No Information,0.15% above/6.92% below/6.92% below,19.54%/0.37%/8.73%,"14.84%, 50.63%",224 days/24 days/85 days,2025-12-23/2025-03-08/2025-06-05,10.46%,27.1%,-16.64%,0.99,0.99,260.7311/259.158/240.71/255.83/367.2583/388.6839,208.54/187.425/229.0045/147.1212/No Fib Ret Level/No Fib Ret Level,218.08/230.01,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"BYD.TO, Long, 2023-12-31 (Price: 278.49)",2025-10-09 (Price: 221.86) (Today),"-20.33%, 463 days","100.0%, Past 20 years, 9","Monthly, is CONFIRMED on 2023-12-31",Already confirmed,"2025-10-09 (Price: 221.86), 20.33% below",463 days,No Information,No Information,No Information,No Information,No Information,14.25% below/20.33% below/20.33% below,33.75%/5.8%/16.65%,"0%, 33.29%",282 days/109 days/188 days,2025-02-11/2024-06-05/2024-09-28,11.85%,20.38%,-8.53%,1.75,0.45,476.5242/324.8586/377.81/No Horizontal Resistance/312.8053/367.2583,138.66/166.48/229.0045/147.1212/No Fib Ret Level/No Fib Ret Level,254.69/241.57,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
TRENDPULSE,"CNR.TO, Long, 2024-02-11 (Price: 173.01)",2025-10-09 (Price: 133.96) (Today),"-22.57%, 433 days","91.67%, Past 10 years, 12","Weekly, is CONFIRMED on 2024-02-09",Already confirmed,"2025-10-09 (Price: 133.96), 22.57% below",433 days,No Information,No Information,No Information,No Information,No Information,21.45% below/22.57% below/22.57% below,9.49%/1.53%/5.89%,"24.92%, 28.98%",349 days/24 days/106 days,2025-06-30/2024-03-16/2024-07-13,5.69%,9.34%,-3.65%,0.34,0.37,181.4356/183.2003/207.91/No Horizontal Resistance/218.156/349.4971,145.05/125.9933/136.9828/86.815/No Fib Ret Level/No Fib Ret Level,165.77/157.05,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"CNR.TO, Long, 2023-12-31 (Price: 166.55)",2025-10-09 (Price: 133.96) (Today),"-19.57%, 463 days","85.71%, Past 20 years, 7","Monthly, is CONFIRMED on 2023-12-31",Already confirmed,"2025-10-09 (Price: 133.96), 19.57% below",463 days,No Information,No Information,No Information,No Information,No Information,14.92% below/19.57% below/19.57% below,18.47%/9.57%/14.12%,"22.01%, 27.47%",327 days/108 days/188 days,2025-04-17/2024-06-04/2024-09-28,6.17%,11.9%,-5.73%,0.67,0.51,205.1396/190.0669/169.98/168.648/218.156/349.4971,146.73/127.3443/136.9828/86.815/No Fib Ret Level/No Fib Ret Level,155.88/155.85,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
TRENDPULSE,"CNQ.TO, Long, 2025-10-07 (Price: 45.72)",2025-10-09 (Price: 45.88) (Today),"0.35%, 2 days","91.67%, Past 4 years, 12","Daily, is CONFIRMED on 2025-10-07",Already confirmed,"2025-10-09 (Price: 45.88), 0.35% above",2 days,No Information,No Information,No Information,No Information,No Information,1.33% above/0.35% above/0.35% above,10.89%/0.54%/4.89%,"7.5%, 18.17%",72 days/5 days/19 days,2026-01-19/2025-10-14/2025-11-03,12.92%,15.65%,-2.73%,0.81,0.54,49.2542/47.9557/47.56/51.51/65.8353/68.6522,43.92/34.9317/41.121/33.7618/No Fib Ret Level/No Fib Ret Level,43.32/42.98,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"DBC, Long, 2025-07-29 (Price: 22.69)",2025-10-09 (Price: 22.55) (Today),"-0.62%, 52 days","81.82%, Past 4 years, 11","Daily, is CONFIRMED on 2025-07-29",Already confirmed,"2025-10-09 (Price: 22.55), 0.62% below",52 days,No Information,No Information,No Information,No Information,No Information,0.67% above/0.62% below/0.62% below,4.15%/1.09%/2.19%,"1.85%, 7.05%",71 days/4 days/20 days,2025-11-08/2025-08-03/2025-08-26,7.27%,6.23%,1.04%,0.86,0.2,23.3866/23.1869/23.69/28.58/61.3269/86.3141,22.17/19.55/22.4363/93.8694/No Fib Ret Level/No Fib Ret Level,22.0/21.98,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"ORCL, Long, 2024-09-30 (Price: 170.4)",2025-10-09 (Price: 296.96) (Today),"74.27%, 268 days","85.71%, Past 20 years, 7","Monthly, is CONFIRMED on 2024-09-30",Already confirmed,"2025-10-09 (Price: 296.96), 74.27% above",268 days,No Information,No Information,No Information,No Information,No Information,74.27% above/74.27% above/74.27% above,81.93%/7.78%/27.53%,"3.23%, 28.67%",458 days/87 days/222 days,2026-07-25/2025-02-03/2025-08-17,10.12%,8.42%,1.7%,0.8,0.31,182.8562/217.3111/239.62/No Horizontal Resistance/145.7273/152.3597,61.07/54.8525/117.4897/106.3198/No Fib Ret Level/No Fib Ret Level,145.55/126.67,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
TRENDPULSE,"BPCL.NS, Long, 2025-07-06 (Price: 346.2)",2025-10-09 (Price: 344.0) (Today),"-0.64%, 68 days","85.71%, Past 10 years, 14","Weekly, is CONFIRMED on 2025-07-04",Already confirmed,"2025-10-09 (Price: 344.0), 0.64% below",68 days,No Information,No Information,No Information,No Information,No Information,3.3% above/0.64% below/0.64% below,31.29%/2.35%/13.01%,"32.02%, 39.38%",174 days/19 days/75 days,2026-03-15/2025-08-02/2025-10-22,7.89%,10.89%,-3.0%,0.45,0.39,385.3206/391.2406/353.07/No Horizontal Resistance/372.4081/393.108,237.3/145.35/295.7614/248.4289/No Fib Ret Level/No Fib Ret Level,317.52/298.54,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"^NDX, Long, 2025-08-31 (Price: 23415.4199)",2025-10-09 (Price: 25098.1758) (Today),"7.19%, 28 days","100.0%, Past 20 years, 10","Monthly, is CONFIRMED on 2025-08-31",Already confirmed,"2025-10-09 (Price: 25098.1758), 7.19% above",28 days,No Information,No Information,No Information,No Information,No Information,7.19% above/7.19% above/7.19% above,30.75%/6.45%/16.49%,"0%, 13.1%",304 days/107 days/153 days,2026-11-14/2026-02-01/2026-04-09,9.53%,7.75%,1.78%,1.92,0.28,30622.6861/27276.6226/30198.25/No Horizontal Resistance/25025.4383/33965.62,19278.45/10555.915/22796.2371/21108.1646/No Fib Ret Level/No Fib Ret Level,23080.24/21305.43,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
TRENDPULSE,"SOXX, Long, 2024-06-30 (Price: 246.63)",2025-10-09 (Price: 290.19) (Today),"17.66%, 333 days","100.0%, Past 24 years, 4","Quarterly, is CONFIRMED on 2024-06-30",Already confirmed,"2025-10-09 (Price: 290.19), 17.66% above",333 days,No Information,No Information,No Information,No Information,No Information,17.66% above/17.66% above/17.66% above,74.51%/31.99%/47.49%,"0%, 41.23%",847 days/324 days/455 days,2027-11-08/2025-10-12/2026-04-20,15.58%,11.98%,3.6%,2.69,0.43,380.2541/363.7546/376.19/No Horizontal Resistance/254.997/301.3628,106.24/95.6666/226.8328/161.2/No Fib Ret Level/No Fib Ret Level,230.92/198.64,90.0%/20/554 days (Across ALL Assets),100.0%/1/136 days (Across ALL Assets)
TRENDPULSE,"SLV, Long, 2025-07-31 (Price: 33.32)",2025-10-09 (Price: 44.71) (Today),"34.18%, 50 days","75.0%, Past 20 years, 12","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2025-10-09 (Price: 44.71), 34.18% above",50 days,No Information,No Information,No Information,No Information,No Information,36.27% above/34.18% above/34.18% above,28.53%/2.87%/17.6%,"54.87%, 60.6%",522 days/33 days/201 days,2027-08-26/2025-09-16/2026-05-18,-0.18%,5.21%,-5.39%,0.22,0.19,37.9382/39.1843/37.48/No Horizontal Resistance/47.5817/54.635,26.33/18.99/31.6598/28.4154/No Fib Ret Level/No Fib Ret Level,33.01/29.96,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
TRENDPULSE,"IHI, Long, 2025-09-08 (Price: 62.53)",2025-10-09 (Price: 60.05) (Today),"-3.97%, 23 days","71.43%, Past 4 years, 7","Daily, is CONFIRMED on 2025-09-08",Already confirmed,"2025-10-09 (Price: 60.05), 3.97% below",23 days,No Information,No Information,No Information,No Information,No Information,3.07% below/3.97% below/3.97% below,2.47%/0.37%/1.68%,"12.79%, 22.97%",69 days/4 days/21 days,2025-12-16/2025-09-13/2025-10-08,2.48%,6.61%,-4.13%,-0.16,0.22,62.7363/63.5805/70.85/66.34/68.9264/76.3906,61.28/46.725/56.0899/46.1919/No Fib Ret Level/No Fib Ret Level,61.43/60.97,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"^TNX, Long, 2024-12-29 (Price: 4.619)",2025-10-09 (Price: 4.148) (Today),"-10.2%, 203 days","82.35%, Past 10 years, 17","Weekly, is CONFIRMED on 2024-12-27",Already confirmed,"2025-10-09 (Price: 4.148), 10.2% below",203 days,No Information,No Information,No Information,No Information,No Information,8.31% below/10.2% below/10.2% below,36.67%/4.7%/13.94%,"15.92%, 39.8%",249 days/19 days/65 days,2025-12-24/2025-01-25/2025-04-02,12.1%,2.84%,9.26%,0.71,0.19,5.0814/5.2629/4.86/No Horizontal Resistance/17.4008/18.8284,3.65/1.6875/No Next Fib Ext Support/No Next Fib Ext Support/No Fib Ret Level/No Fib Ret Level,4.33/4.22,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"IHI, Long, 2025-02-02 (Price: 63.81)",2025-10-09 (Price: 60.05) (Today),"-5.89%, 178 days","100.0%, Past 10 years, 17","Weekly, is CONFIRMED on 2025-01-31",Already confirmed,"2025-10-09 (Price: 60.05), 5.89% below",178 days,No Information,No Information,No Information,No Information,No Information,2.89% below/5.89% below/5.89% below,8.88%/1.21%/4.59%,"0%, 22.76%",229 days/19 days/72 days,2025-12-30/2025-03-01/2025-05-17,8.72%,13.45%,-4.73%,1.97,0.61,69.6997/66.7389/67.75/66.92/68.9264/76.3906,58.81/46.8983/56.0899/46.1919/No Fib Ret Level/No Fib Ret Level,60.59/57.97,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"NFLX, Long, 2025-05-31 (Price: 1207.23)",2025-10-09 (Price: 1231.0699) (Today),"1.97%, 93 days","100.0%, Past 20 years, 10","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2025-10-09 (Price: 1231.0699), 1.97% above",93 days,No Information,No Information,No Information,No Information,No Information,8.78% above/1.97% above/1.97% above,58.06%/4.26%/29.24%,"0%, 41.87%",609 days/109 days/221 days,2027-10-30/2025-11-04/2026-04-16,15.77%,34.23%,-18.46%,1.9,0.93,2151.1631/1560.2241/1813.1/No Horizontal Resistance/1163.1821/1393.524,174.87/348.6633/1008.8519/864.7664/No Fib Ret Level/No Fib Ret Level,1057.5/891.91,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
TRENDPULSE,"^GSPC, Long, 2025-10-01 (Price: 6711.2002)",2025-10-09 (Price: 6735.1099) (Today),"0.36%, 6 days","100.0%, Past 4 years, 11","Daily, is CONFIRMED on 2025-10-01",Already confirmed,"2025-10-09 (Price: 6735.1099), 0.36% above",6 days,No Information,No Information,No Information,No Information,No Information,0.36% above/0.36% above/0.36% above,3.77%/0.5%/1.57%,"0%, 4.01%",33 days/6 days/11 days,2025-11-17/2025-10-09/2025-10-16,8.25%,13.66%,-5.41%,1.44,0.58,6944.75/6816.566/7420.67/No Horizontal Resistance/6767.7249/9765.5661,6370.17/4106.4632/6316.2337/5433.2046/No Fib Ret Level/No Fib Ret Level,6482.75/6024.36,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"BPCL.NS, Long, 2025-09-21 (Price: 329.55)",2025-10-09 (Price: 344.0) (Today),"4.38%, 13 days","85.71%, Past 10 years, 14","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2025-10-09 (Price: 344.0), 4.38% above",13 days,No Information,No Information,No Information,No Information,No Information,10.08% above/4.38% above/4.38% above,31.29%/2.35%/13.01%,"32.02%, 39.38%",174 days/19 days/75 days,2026-05-31/2025-10-18/2026-01-07,7.89%,10.89%,-3.0%,0.45,0.39,366.7892/372.4245/385.83/343.7375/372.4081/393.108,308.2/145.35/295.7614/248.4289/No Fib Ret Level/No Fib Ret Level,324.3/299.74,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"^GSPC, Long, 2025-08-31 (Price: 6460.2598)",2025-10-09 (Price: 6735.1099) (Today),"4.25%, 28 days","88.89%, Past 20 years, 9","Monthly, is CONFIRMED on 2025-08-31",Already confirmed,"2025-10-09 (Price: 6735.1099), 4.25% above",28 days,No Information,No Information,No Information,No Information,No Information,4.25% above/4.25% above/4.25% above,15.39%/5.61%/10.47%,"7.48%, 24.77%",631 days/87 days/231 days,2028-03-01/2026-01-04/2026-07-31,6.19%,6.14%,0.05%,1.33,0.2,7426.0686/7136.649/8236.23/No Horizontal Resistance/6767.7249/9765.5661,5569.06/4106.4632/6316.2337/5433.2046/No Fib Ret Level/No Fib Ret Level,6316.15/5959.47,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
