"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Level, Trendpulse start Date/Price($)",Trendpulse Breakout Date/Price($),Earliest Unconfirmed Signal Date/Price($),Time from Latest Trading day to Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,TrendPulse Start/End (Date and Price($)),Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date (Farthest./Earliest./Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2) [$],Moving Average (50-days/200-days),Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
"BYDDY, Long, 2025-03-31 (Price: 16.8883)",2025-11-11 (Price: 12.96) (Today),"-23.26%, 161 days","82.35%, Past 20 years, 17","Monthly, is CONFIRMED on 2025-03-31",Already confirmed,"2025-11-11 (Price: 12.96), 23.26% below",161 days,"0, 2020-03-31 (Price: 1.7517)",2025-02-28 (Price: 15.97),2025-03-11 (Price: 15.0133),182/175/161 days,18.85% below/13.68% below/23.26% below,2020-03-31 (Price: 14.3559)/2025-03-31 (Price: 13.9076),179.37%/28.66%/65.28%,"14.69%, 48.39%",500 days/108 days/232 days,2027-03-25/2025-09-03/2026-03-02,21.02%,9.65%,11.37%,1.0,0.39,23.3329/27.913/25.97/No Horizontal Resistance/17.0759/19.2153,7.49/7.1075/15.2748/12.4728/No F-Track Level/No F-Track Level,14.91/11.86,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"GBPSGD=X, Long, 2025-03-16 (Price: 1.7306)",2025-11-11 (Price: 1.7108) (Today),"-1.14%, 171 days","76.67%, Past 10 years, 30","Weekly, is CONFIRMED on 2025-03-14",Already confirmed,"2025-11-11 (Price: 1.7108), 1.14% below",171 days,"2, 2024-07-07 (Price: 1.7239)",2025-03-09 (Price: 1.7172),2025-03-12 (Price: 1.7228),176/174/171 days,0.37% below/0.7% below/1.14% below,2024-07-07 (Price: 1.7489)/2025-03-16 (Price: 1.7035),3.09%/0.49%/1.98%,"7.57%, 13.95%",304 days/24 days/125 days,2026-05-30/2025-04-19/2025-09-13,0.58%,-1.27%,1.85%,0.14,-0.79,1.737/1.7649/1.73/1.8731/4.0285/5.5304,1.67/1.6925/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,1.69/1.71,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"NZDCAD=X, Long, 2025-03-16 (Price: 0.8225)",2025-11-11 (Price: 0.7916) (Today),"-3.76%, 171 days","72.73%, Past 10 years, 33","Weekly, is CONFIRMED on 2025-03-14",Already confirmed,"2025-11-11 (Price: 0.7916), 3.76% below",171 days,"2, 2024-09-29 (Price: 0.8531)",2025-03-02 (Price: 0.8126),2025-03-11 (Price: 0.8215),181/175/171 days,2.58% below/3.64% below/3.76% below,2024-09-29 (Price: 0.8633)/2025-03-16 (Price: 0.8056),4.6%/1.11%/3.38%,"5.56%, 13.76%",209 days/19 days/96 days,2026-01-12/2025-04-12/2025-08-02,1.94%,0.18%,1.77%,0.3,-0.53,0.8261/0.8503/0.84/0.9289/1.0924/1.3117,0.81/0.7625/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,0.81/0.83,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"NKE, Long, 2025-03-02 (Price: 79.43)",2025-11-11 (Price: 63.15) (Today),"-20.5%, 181 days","90.62%, Past 10 years, 32","Weekly, is CONFIRMED on 2025-02-28",Already confirmed,"2025-11-11 (Price: 63.15), 20.5% below",181 days,"2, 2024-09-15 (Price: 79.01)",2025-02-16 (Price: 73.04),2025-03-02 (Price: 79.43),191/181/181 days,13.54% below/20.5% below/20.5% below,2024-09-15 (Price: 92.508)/2025-03-02 (Price: 69.852),13.46%/2.65%/7.59%,"20.56%, 25.62%",144 days/19 days/44 days,2025-09-26/2025-03-29/2025-05-04,15.14%,7.73%,7.41%,0.47,0.27,79.3823/85.4587/79.68/176.74/208.7135/222.5876,68.68/71.73/60.8668/56.1303/No F-Track Level/No F-Track Level,75.0/80.17,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"TLT, Long, 2025-03-02 (Price: 92.43)",2025-11-11 (Price: 89.96) (Today),"-2.67%, 181 days","71.05%, Past 10 years, 38","Weekly, is CONFIRMED on 2025-02-28",Already confirmed,"2025-11-11 (Price: 89.96), 2.67% below",181 days,"2, 2024-09-15 (Price: 100.41)",2025-02-23 (Price: 89.61),2025-02-28 (Price: 92.43),186/182/181 days,0.39% above/2.67% below/2.67% below,2024-09-15 (Price: 102.2573)/2025-03-02 (Price: 87.4427),15.02%/0.97%/4.56%,"39.18%, 46.07%",209 days/19 days/58 days,2025-12-29/2025-03-29/2025-05-25,-3.17%,-0.39%,-2.78%,-0.12,-0.27,92.7812/96.6448/97.22/153.482/188.2386/214.0466,85.46/84.8833/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,88.25/92.73,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"PFE, Long, 2025-03-02 (Price: 26.43)",2025-11-02 (Price: 24.65),"-6.73%, 174 days","80.56%, Past 10 years, 36","Weekly, is CONFIRMED on 2025-02-28",Already confirmed,"2025-11-11 (Price: 25.51), 3.48% below",181 days,"0, 2020-11-08 (Price: 34.5351)",2025-02-16 (Price: 25.53),2025-02-28 (Price: 26.43),191/182/181 days,0.08% below/3.48% below/3.48% below,2020-11-08 (Price: 74.7985)/2025-03-02 (Price: 24.8849),20.77%/1.93%/7.05%,"41.05%, 50.99%",304 days/19 days/71 days,2026-05-16/2025-03-29/2025-06-12,4.98%,2.87%,2.11%,0.23,0.04,27.2123/28.2933/31.29/55.39/66.4672/73.1352,25.53/25.2625/21.508/20.5265/No F-Track Level/No F-Track Level,26.3/27.82,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"FBU.NZ, Long, 2025-02-28 (Price: 3.39)",2025-11-11 (Price: 3.52) (Today),"3.83%, 182 days","92.86%, Past 20 years, 14","Monthly, is CONFIRMED on 2025-02-28",Already confirmed,"2025-11-11 (Price: 3.52), 3.83% above",182 days,"2, 2023-08-31 (Price: 4.83)",2024-12-31 (Price: 2.85),2025-02-27 (Price: 3.27),225/183/182 days,23.51% above/7.65% above/3.83% above,2023-08-31 (Price: 5.6904)/2025-02-28 (Price: 2.5338),27.18%/3.25%/17.61%,"37.82%, 49.28%",326 days/107 days/171 days,2026-06-15/2025-08-01/2025-11-02,13.88%,0.95%,12.92%,0.67,0.0,3.7063/3.987/4.25/7.985/12.7156/14.3053,2.83/3.3133/3.1474/16.1988/No F-Track Level/No F-Track Level,2.96/3.02,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"ATM.NZ, Long, 2025-02-28 (Price: 8.84)",2025-11-11 (Price: 10.87) (Today),"22.96%, 182 days","100.0%, Past 20 years, 12","Monthly, is CONFIRMED on 2025-02-28",Already confirmed,"2025-11-11 (Price: 10.87), 22.96% above",182 days,"0, 2020-02-29 (Price: 16.3)",2025-01-31 (Price: 6.44),2025-02-28 (Price: 8.84),202/182/182 days,68.79% above/22.96% above/22.96% above,2020-02-29 (Price: 23.4877)/2025-02-28 (Price: 6.0111),131.71%/45.45%/77.13%,"-0.0%, 48.4%",586 days/174 days/393 days,2027-06-26/2025-11-07/2026-09-20,27.09%,19.2%,7.89%,1.97,0.6,10.5055/15.6583/13.32/No Horizontal Resistance/21.86/25.8879,4.15/5.185/8.6495/8.0201/No F-Track Level/No F-Track Level,6.78/6.78,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"MAR, Long, 2025-02-09 (Price: 303.97)",2025-11-11 (Price: 291.9) (Today),"-3.97%, 196 days","94.59%, Past 10 years, 37","Weekly, is CONFIRMED on 2025-02-07",Already confirmed,"2025-11-11 (Price: 291.9), 3.97% below",196 days,"0, 2020-10-18 (Price: 97.76)",2025-01-26 (Price: 284.11),2025-02-07 (Price: 303.97),206/197/196 days,2.74% above/3.97% below/3.97% below,2020-10-18 (Price: 178.0009)/2025-02-09 (Price: 273.3612),17.69%/2.51%/8.94%,"12.52%, 61.32%",229 days/19 days/64 days,2026-01-06/2025-03-08/2025-05-12,18.08%,13.74%,4.35%,1.1,0.49,328.8043/331.1449/427.7/No Horizontal Resistance/372.972/399.3723,270.76/116.955/275.4012/235.5515/No F-Track Level/No F-Track Level,284.64/253.51,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"EBO.NZ, Long, 2025-02-09 (Price: 41.55)",2025-11-11 (Price: 28.2) (Today),"-32.13%, 196 days","88.57%, Past 10 years, 35","Weekly, is CONFIRMED on 2025-02-07",Already confirmed,"2025-11-11 (Price: 28.2), 32.13% below",196 days,"2, 2024-05-05 (Price: 36.0)",2025-02-02 (Price: 40.0),2025-02-04 (Price: 41.0),201/200/196 days,29.5% below/31.22% below/32.13% below,2024-05-05 (Price: 36.3668)/2025-02-09 (Price: 39.1851),19.42%/1.19%/6.66%,"17.86%, 31.1%",279 days/24 days/78 days,2026-03-20/2025-03-15/2025-06-01,9.95%,10.41%,-0.45%,0.76,0.41,42.6802/44.3172/44.88/46.625/51.6772/55.325,36.45/21.4/41.5494/33.2406/No F-Track Level/No F-Track Level,37.58/35.94,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"SBUX, Long, 2025-02-02 (Price: 107.68)",2025-11-11 (Price: 86.42) (Today),"-19.74%, 201 days","88.0%, Past 10 years, 25","Weekly, is CONFIRMED on 2025-01-31",Already confirmed,"2025-11-11 (Price: 86.42), 19.74% below",201 days,"0, 2020-10-11 (Price: 90.01)",2025-01-26 (Price: 98.81),2025-01-29 (Price: 108.58),206/204/201 days,12.54% below/20.41% below/19.74% below,2020-10-11 (Price: 127.1362)/2025-02-02 (Price: 96.8148),20.61%/1.11%/9.57%,"16.17%, 42.95%",124 days/24 days/66 days,2025-07-31/2025-03-08/2025-05-08,15.66%,11.59%,4.07%,0.69,0.43,113.0317/117.985/118.28/117.4325/142.4098/150.3462,87.97/71.47/104.577/89.1063/No F-Track Level/No F-Track Level,96.77/88.98,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"BYD.TO, Long, 2025-02-02 (Price: 238.35)",2025-11-11 (Price: 211.77) (Today),"-11.15%, 201 days","93.48%, Past 10 years, 46","Weekly, is CONFIRMED on 2025-01-31",Already confirmed,"2025-11-11 (Price: 211.77), 11.15% below",201 days,"2, 2024-05-26 (Price: 234.42)",2025-01-19 (Price: 221.53),2025-02-02 (Price: 238.35),211/201/201 days,4.41% below/11.15% below/11.15% below,2024-05-26 (Price: 279.8657)/2025-02-02 (Price: 205.5178),19.54%/1.91%/8.14%,"14.41%, 50.63%",224 days/19 days/67 days,2025-12-23/2025-03-01/2025-05-10,14.54%,25.41%,-10.87%,1.13,0.93,247.741/257.7517/240.71/255.83/367.2583/388.6839,208.54/187.425/229.0045/147.1212/No F-Track Level/No F-Track Level,218.08/230.01,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"META, Long, 2025-01-31 (Price: 689.18)",2025-11-11 (Price: 627.08) (Today),"-9.01%, 202 days","87.5%, Past 20 years, 8","Monthly, is CONFIRMED on 2025-01-31",Already confirmed,"2025-11-11 (Price: 627.08), 9.01% below",202 days,"0, 2020-01-31 (Price: 201.91)",2024-11-30 (Price: 574.32),2025-01-31 (Price: 689.18),246/202/202 days,9.19% above/9.01% below/9.01% below,2020-01-31 (Price: 268.585)/2025-01-31 (Price: 577.885),27.48%/19.66%/21.77%,"18.24%, 27.64%",261 days/87 days/195 days,2026-02-13/2025-06-06/2025-11-09,16.0%,25.21%,-9.21%,0.74,0.8,795.3826/839.2145/981.54/No Horizontal Resistance/842.484/1305.5879,93.16/241.8667/556.264/3267.3398/No F-Track Level/No F-Track Level,609.95/540.65,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"WIPRO.NS, Long, 2025-01-31 (Price: 311.9)",2025-11-11 (Price: 241.69) (Today),"-22.51%, 202 days","94.12%, Past 20 years, 17","Monthly, is CONFIRMED on 2025-01-31",Already confirmed,"2025-11-11 (Price: 241.69), 22.51% below",202 days,"0, 2020-01-31 (Price: 118.4)",2024-11-30 (Price: 288.925),2025-01-31 (Price: 311.9),246/202/202 days,16.35% below/22.51% below/22.51% below,2020-01-31 (Price: 420.8182)/2025-01-31 (Price: 275.4091),53.38%/8.01%/29.81%,"4.58%, 19.65%",390 days/109 days/183 days,2026-08-18/2025-07-07/2025-10-23,20.32%,6.5%,13.82%,1.19,0.25,360.1821/404.8774/428.0/366.6625/412.2037/473.5829,182.62/188.255/310.4864/268.1339/No F-Track Level/No F-Track Level,300.98/266.85,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"MSE.PA, Long, 2025-01-31 (Price: 57.37)",2025-11-11 (Price: 63.68) (Today),"11.0%, 202 days","100.0%, Past 20 years, 10","Monthly, is CONFIRMED on 2025-01-31",Already confirmed,"2025-11-11 (Price: 63.68), 11.0% above",202 days,"8, 2019-01-31 (Price: 30.745)",2024-12-31 (Price: 53.33),2025-01-06 (Price: 54.07),225/221/202 days,19.41% above/17.77% above/11.0% above,2019-01-31 (Price: 34.3249)/2025-01-31 (Price: 52.1166),14.35%/2.24%/8.34%,"-0.0%, 28.4%",893 days/107 days/478 days,2028-08-16/2025-07-04/2026-12-24,5.98%,2.81%,3.17%,0.92,-0.0,58.2764/62.1547/73.34/No Horizontal Resistance/58.4776/81.1364,52.08/33.57/44.4738/35.8188/No F-Track Level/No F-Track Level,53.95/53.19,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"MTY.TO, Long, 2025-01-26 (Price: 51.41)",2025-11-11 (Price: 33.85) (Today),"-34.16%, 206 days","75.0%, Past 10 years, 32","Weekly, is CONFIRMED on 2025-01-24",Already confirmed,"2025-11-11 (Price: 33.85), 34.16% below",206 days,"6, 2023-01-01 (Price: 57.07)",2025-01-19 (Price: 45.63),2025-01-26 (Price: 51.41),211/206/206 days,25.82% below/34.16% below/34.16% below,2023-01-01 (Price: 76.4786)/2025-01-26 (Price: 44.8094),33.31%/2.07%/12.97%,"37.54%, 76.03%",269 days/19 days/77 days,2026-02-19/2025-02-22/2025-05-17,5.85%,6.38%,-0.53%,0.22,0.26,51.9961/58.0779/54.81/72.5033/No Next Fib Ext/No Next Fib Ext,44.42/40.175/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,46.95/45.79,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"USO, Long, 2025-01-12 (Price: 80.64)",2025-11-11 (Price: 72.72) (Today),"-9.82%, 216 days","87.5%, Past 10 years, 24","Weekly, is CONFIRMED on 2025-01-10",Already confirmed,"2025-11-11 (Price: 72.72), 9.82% below",216 days,"2, 2024-04-07 (Price: 82.4)",2025-01-12 (Price: 80.64),2025-01-10 (Price: 80.64),216/217/216 days,9.82% below/9.82% below/9.82% below,2024-04-07 (Price: 83.9576)/2025-01-12 (Price: 77.5647),11.52%/0.56%/5.28%,"70.35%, 78.81%",314 days/24 days/83 days,2026-04-11/2025-02-15/2025-05-12,-0.4%,-8.69%,8.29%,-0.01,-0.2,80.0755/84.8978/81.7/83.1/No Next Fib Ext/No Next Fib Ext,69.75/44.03/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,73.21/75.38,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"USDCHF=X, Long, 2025-01-12 (Price: 0.9121)",2025-11-11 (Price: 0.8002) (Today),"-12.27%, 216 days","87.5%, Past 10 years, 40","Weekly, is CONFIRMED on 2025-01-10",Already confirmed,"2025-11-11 (Price: 0.8002), 12.27% below",216 days,"0, 2020-09-20 (Price: 0.9083)",2024-12-29 (Price: 0.8989),2025-01-10 (Price: 0.9121),226/217/216 days,10.98% below/12.27% below/12.27% below,2020-09-20 (Price: 1.078)/2025-01-12 (Price: 0.8925),6.38%/1.06%/2.81%,"10.0%, 16.78%",289 days/19 days/90 days,2026-03-06/2025-02-08/2025-05-22,1.84%,-1.26%,3.1%,0.24,-0.54,0.9151/0.9377/0.91/1.0032/No Next Fib Ext/No Next Fib Ext,0.84/0.8422/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,0.89/0.88,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"XLY, Long, 2024-12-31 (Price: 224.35)",2025-11-11 (Price: 239.55) (Today),"6.78%, 225 days","75.0%, Past 20 years, 24","Monthly, is CONFIRMED on 2024-12-31",Already confirmed,"2025-11-11 (Price: 239.55), 6.78% above",225 days,"2, 2023-02-28 (Price: 145.54)",2024-11-30 (Price: 222.3),2024-12-31 (Price: 224.35),246/225/225 days,7.76% above/6.78% above/6.78% above,2023-02-28 (Price: 161.7729)/2024-12-31 (Price: 205.5299),32.12%/5.99%/16.44%,"48.83%, 51.92%",563 days/109 days/217 days,2027-03-26/2025-06-06/2025-11-10,5.23%,9.46%,-4.23%,0.31,0.38,245.6632/261.2331/271.64/No Horizontal Resistance/250.963/267.8313,129.16/134.482/172.2248/113.1365/No F-Track Level/No F-Track Level,218.42/192.45,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"CAD=X, Long, 2024-12-29 (Price: 1.441)",2025-11-11 (Price: 1.4014) (Today),"-2.75%, 226 days","79.49%, Past 10 years, 39","Weekly, is CONFIRMED on 2024-12-27",Already confirmed,"2025-11-11 (Price: 1.4014), 2.75% below",226 days,"2, 2024-06-16 (Price: 1.3741)",2024-12-29 (Price: 1.441),2024-12-27 (Price: 1.441),226/227/226 days,2.75% below/2.75% below/2.75% below,2024-06-16 (Price: 1.379)/2024-12-29 (Price: 1.4319),8.62%/0.75%/3.31%,"7.3%, 12.49%",334 days/19 days/101 days,2026-04-26/2025-01-25/2025-05-24,2.93%,2.2%,0.73%,0.42,-0.28,1.4427/1.4887/1.48/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext,1.35/1.2341/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,1.41/1.38,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"JPY=X, Long, 2024-12-29 (Price: 157.748)",2025-11-11 (Price: 154.107) (Today),"-2.31%, 226 days","73.33%, Past 10 years, 30","Weekly, is CONFIRMED on 2024-12-27",Already confirmed,"2025-11-11 (Price: 154.107), 2.31% below",226 days,"2, 2024-06-16 (Price: 157.128)",2024-12-29 (Price: 157.748),2024-12-24 (Price: 157.165),226/230/226 days,2.31% below/1.95% below/2.31% below,2024-06-16 (Price: 162.7624)/2024-12-29 (Price: 155.1052),9.99%/0.27%/3.98%,"4.45%, 8.02%",394 days/24 days/54 days,2026-07-22/2025-02-01/2025-03-17,5.08%,4.17%,0.92%,0.65,0.02,162.4331/164.0264/158.12/160.9515/175.8568/187.2285,141.5/103.0528/156.7717/138.2059/No F-Track Level/No F-Track Level,153.23/152.38,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"IFT.NZ, Long, 2024-11-30 (Price: 12.85)",2025-11-11 (Price: 12.6) (Today),"-1.95%, 246 days","93.75%, Past 20 years, 16","Monthly, is CONFIRMED on 2024-11-30",Already confirmed,"2025-11-11 (Price: 12.6), 1.95% below",246 days,"0, 2019-11-30 (Price: 4.9)",2024-11-30 (Price: 12.85),2024-11-25 (Price: 12.9),246/251/246 days,1.95% below/2.33% below/1.95% below,2019-11-30 (Price: 6.2662)/2024-11-30 (Price: 12.2376),20.0%/3.04%/11.21%,"12.82%, 18.64%",326 days/108 days/191 days,2026-03-17/2025-05-05/2025-09-02,9.36%,12.75%,-3.38%,0.87,0.54,13.7803/14.2905/17.62/No Horizontal Resistance/18.927/29.733,3.91/7.3167/12.2485/8.121/No F-Track Level/No F-Track Level,12.47/11.29,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"NKE, Long, 2024-11-24 (Price: 77.4)",2025-11-11 (Price: 63.15) (Today),"-18.41%, 251 days","90.62%, Past 10 years, 32","Weekly, is CONFIRMED on 2024-11-22",Already confirmed,"2025-11-11 (Price: 63.15), 18.41% below",251 days,"4, 2023-12-24 (Price: 108.04)",2024-11-24 (Price: 77.4),2024-11-22 (Price: 77.4),251/252/251 days,18.41% below/18.41% below/18.41% below,2023-12-24 (Price: 123.6414)/2024-11-24 (Price: 74.1156),13.46%/2.65%/7.59%,"20.56%, 25.62%",144 days/19 days/44 days,2025-06-20/2024-12-21/2025-01-26,15.14%,7.73%,7.41%,0.47,0.27,77.3536/83.2747/95.78/176.74/208.7135/222.5876,75.88/No Horizontal Support/60.8668/56.1303/No F-Track Level/No F-Track Level,80.51/86.99,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"WIPRO.NS, Long, 2024-10-31 (Price: 275.9)",2025-11-11 (Price: 241.69) (Today),"-12.4%, 268 days","94.12%, Past 20 years, 17","Monthly, is CONFIRMED on 2024-10-31",Already confirmed,"2025-11-11 (Price: 241.69), 12.4% below",268 days,"0, 2019-10-31 (Price: 129.65)",2024-08-31 (Price: 269.2),2024-10-31 (Price: 275.9),311/268/268 days,10.22% below/12.4% below/12.4% below,2019-10-31 (Price: 453.0464)/2024-10-31 (Price: 245.2429),53.38%/8.01%/29.81%,"4.58%, 19.65%",390 days/109 days/183 days,2026-05-18/2025-04-06/2025-07-23,20.32%,6.5%,13.82%,1.19,0.25,318.6093/358.1458/363.65/366.6625/412.2037/473.5829,182.62/188.255/268.1339/216.7036/No F-Track Level/No F-Track Level,268.13/251.49,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"JD, Long, 2024-10-31 (Price: 40.62)",2025-11-11 (Price: 31.61) (Today),"-22.18%, 268 days","100.0%, Past 20 years, 7","Monthly, is CONFIRMED on 2024-10-31",Already confirmed,"2025-11-11 (Price: 31.61), 22.18% below",268 days,"0, 2019-10-31 (Price: 31.15)",2024-09-30 (Price: 40.0),2024-10-28 (Price: 41.64),291/271/268 days,20.98% below/24.09% below/22.18% below,2019-10-31 (Price: 138.0767)/2024-10-31 (Price: 26.3767),81.07%/32.01%/48.55%,"-0.0%, 14.65%",198 days/108 days/153 days,2025-08-13/2025-04-05/2025-06-09,73.85%,2.42%,71.43%,1.2,0.17,62.0795/60.341/46.3/92.73/97.2627/102.2552,22.55/24.07/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,34.81/28.93,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"SUM.NZ, Long, 2024-10-31 (Price: 12.39)",2025-11-11 (Price: 11.94) (Today),"-3.63%, 268 days","93.75%, Past 20 years, 16","Monthly, is CONFIRMED on 2024-10-31",Already confirmed,"2025-11-11 (Price: 11.94), 3.63% below",268 days,"0, 2019-10-31 (Price: 6.58)",2024-09-30 (Price: 11.95),2024-10-31 (Price: 12.39),291/268/268 days,0.08% below/3.63% below/3.63% below,2019-10-31 (Price: 18.5294)/2024-10-31 (Price: 10.7856),39.09%/9.46%/23.38%,"38.71%, 46.41%",477 days/109 days/222 days,2026-09-21/2025-04-06/2025-09-17,14.87%,16.24%,-1.37%,0.81,0.61,13.0925/15.2868/15.88/12.63/19.8479/26.5969,8.14/9.246/11.0645/56.4607/No F-Track Level/No F-Track Level,11.87/10.96,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"CNQ.TO, Long, 2024-10-13 (Price: 51.71)",2025-11-11 (Price: 45.38) (Today),"-12.24%, 281 days","70.0%, Past 10 years, 30","Weekly, is CONFIRMED on 2024-10-11",Already confirmed,"2025-11-11 (Price: 45.38), 12.24% below",281 days,"2, 2024-03-31 (Price: 51.665)",2024-10-06 (Price: 48.22),2024-10-11 (Price: 51.71),286/282/281 days,5.89% below/12.24% below/12.24% below,2024-03-31 (Price: 56.8239)/2024-10-13 (Price: 47.1777),19.11%/1.41%/7.62%,"22.31%, 71.02%",129 days/19 days/45 days,2025-04-17/2024-11-09/2024-12-17,1.12%,5.6%,-4.49%,0.03,0.24,52.3615/55.6503/51.74/No Horizontal Resistance/65.8353/68.6522,43.4/13.9251/48.4386/46.0303/No F-Track Level/No F-Track Level,47.32/48.05,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"ASHR, Long, 2024-10-06 (Price: 32.82)",2025-11-11 (Price: 33.14) (Today),"0.98%, 286 days","75.76%, Past 10 years, 33","Weekly, is CONFIRMED on 2024-10-04",Already confirmed,"2025-11-11 (Price: 33.14), 0.98% above",286 days,"0, 2020-06-14 (Price: 28.35)",2024-09-29 (Price: 27.33),2024-10-01 (Price: 29.38),291/290/286 days,21.26% above/12.8% above/0.98% above,2020-06-14 (Price: 50.8785)/2024-10-06 (Price: 23.0131),24.71%/0.16%/10.96%,"38.84%, 52.68%",219 days/19 days/95 days,2025-08-19/2024-11-02/2025-02-20,2.29%,2.49%,-0.19%,0.16,0.06,34.0475/36.4171/35.5/39.9467/60.2967/80.3432,22.46/23.852/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,24.18/23.97,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"MTY.TO, Long, 2024-10-06 (Price: 47.11)",2025-11-11 (Price: 33.85) (Today),"-28.15%, 286 days","75.0%, Past 10 years, 32","Weekly, is CONFIRMED on 2024-10-04",Already confirmed,"2025-11-11 (Price: 33.85), 28.15% below",286 days,"2, 2023-09-10 (Price: 64.45)",2024-09-29 (Price: 45.6),2024-10-04 (Price: 47.11),291/287/286 days,25.77% below/28.15% below/28.15% below,2023-09-10 (Price: 66.083)/2024-10-06 (Price: 44.5417),33.31%/2.07%/12.97%,"37.54%, 76.03%",269 days/19 days/77 days,2025-10-30/2024-11-02/2025-01-25,5.85%,6.38%,-0.53%,0.22,0.26,47.6471/53.2202/57.51/72.5033/No Next Fib Ext/No Next Fib Ext,41.57/44.84/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,44.09/48.45,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
